190,000,010;BANK;ВОЛОГДАБАНК;AO;992;28.11.1990;WITHDRAWN;160001, г.Вологда, ул. Мира, д. 36;1023500000040
190,000,008;BANK;ВОЛОГЖАНИН;AO;1,896;21.05.1992;ACTIVE;160000, г. Вологда, ул. Козленская, д. 10;1023500000655
200,000,003;BANK;ВОРОНЕЖ;AO;654;31.10.1990;WITHDRAWN;394006, г. Воронеж, ул. Челюскинцев, 149;1023600002084
250,000,013;BANK;ВОСТСИБТРАНСКОМБАНК;AO;2,731;04.03.1994;WITHDRAWN;664025, Иркутская область, г. Иркутск, ул. Бурлова, 2;1023800000047
450,000,822;BANK;ВПБ;AO;3,065;01.09.1994;WITHDRAWN;115477, г. Москва, ул. Кантемировская, д. 59 А;1037700098215
450,016,049;BANK;ВСЕРОССИЙСКИЙ БАНК РАЗВИТИЯ РЕГИОНОВ;AO;3,287;27.03.1996;ACTIVE;129594,  г. Москва, Сущевский вал, дом 65, корп.1;1027739186914
350,000,008;BANK;ВТБ;PAO;1,000;17.10.1990;ACTIVE;191144, г. Санкт-Петербург, Дегтярный переулок, д.11. лит. А;1027739609391
650,000,002;BANK;ВУЗ-БАНК;AO;1,557;05.09.1991;ACTIVE;620142, Свердловская область, г. Екатеринбург, ул. 8 Марта, д. 49, помещения №№ 53, 54 на первом этаже;1026600001042
410,000,003;BANK;ВЫБОРГ-БАНК;PAO;720;06.11.1990;WITHDRAWN;188800 Ленинградская область, город Выборг, улица Пионерская, дом 2;1024700000071
610,000,004;BANK;ВЯТИЧ;PAO;2,796;19.04.1994;ACTIVE;390046, г. Рязань, ул.Введенская, д.110;1026200000386
450,000,698;BANK;ГАГАРИНСКИЙ;AO;606;26.10.1990;WITHDRAWN;119361,  г. Москва, 2-ой Очаковский пер., д.7;1027739325624
360,000,011;BANK;ГАЗБАНК;AO;2,316;28.04.1993;WITHDRAWN;443100, г.Самара, ул.Молодогвардейская, д.224;1026300002244
630,000,019;BANK;ГАЗНЕФТЬБАНК;AO;3,223;28.02.1995;ACTIVE;410052, г.Саратов, пр-т 50 лет Октября, 118а;1026400001870
